,type_property,type_subproperty,price,locality,netHabitableSurface,nr_bedrooms,kitchen_installed,nr_facades,hasGarden,garden_m2,hasTerrace,terrace_m2,furnished_YN,swimpool_YN,type_of_sale,land,basement,building,fireplaceExist
8901695,HOUSE,MIXED_USE_BUILDING,295000,4180,242,3,True,0,True,1000,True,36,False,False,isNewPrice,1403,1403,GOOD,False
8747010,HOUSE,VILLA,675000,8730,349,4,True,0,True,977,False,0,False,False,isNewPrice,1526,1526,AS_NEW,False
8775843,HOUSE,APARTMENT_BLOCK,250000,4020,303,5,True,0,False,0,False,0,False,False,isNewPrice,760,760,TO_RENOVATE,False
8910441,HOUSE,HOUSE,545000,1200,235,4,True,0,False,0,False,0,True,False,,63,63,JUST_RENOVATED,False
8758672,HOUSE,MIXED_USE_BUILDING,500000,1190,220,2,True,0,True,60,False,0,False,False,,193,193,AS_NEW,False
8725100,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,229500,4500,230,0,True,0,False,0,False,0,False,False,isNewPrice,128,128,TO_BE_DONE_UP,False
8940340,HOUSE,HOUSE,189000,4040,200,3,True,0,True,40,False,0,False,False,isNewClassified,100,11,TO_BE_DONE_UP,False
8923626,HOUSE,MIXED_USE_BUILDING,465000,4540,400,4,True,0,False,0,False,0,False,False,isUnderOption,312,312,GOOD,False
8913667,HOUSE,APARTMENT_BLOCK,650000,1150,200,4,True,0,True,150,True,4,False,False,isUnderOption,301,301,GOOD,False
8713285,OFFICE,BUILDING,350000,7090,700,0,False,0,False,0,True,0,False,False,,540,540,TO_RESTORE,False
8816533,INDUSTRY,MIXED_USE_BUILDING_INDUSTRIES,545000,8000,176,0,True,0,True,415,True,30,False,False,,712,712,GOOD,False
8693767,HOUSE,MIXED_USE_BUILDING,89000,6870,180,3,True,0,False,0,False,0,False,False,,96,96,TO_RENOVATE,False
8325945,HOUSE,MIXED_USE_BUILDING,129000,4030,156,3,True,0,False,0,False,0,False,False,,71,71,TO_BE_DONE_UP,False
8748099,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,249500,4500,260,0,True,0,False,0,True,30,False,False,isUnderOption,186,186,GOOD,True
8627972,HOUSE,APARTMENT_BLOCK,389000,9600,255,6,True,0,False,0,True,22,False,False,,205,205,GOOD,False
8783402,HOUSE,APARTMENT_BLOCK,399000,1030,137,3,True,0,False,0,True,10,False,False,isUnderOption,195,30,TO_RESTORE,False
8734225,HOUSE,APARTMENT_BLOCK,425000,4500,400,5,True,0,True,366,True,0,False,False,isUnderOption,603,114,AS_NEW,False
8730846,HOUSE,EXCEPTIONAL_PROPERTY,425000,4500,400,5,True,0,True,366,True,0,False,False,isUnderOption,603,114,AS_NEW,False
8541159,INDUSTRY,INDUSTRIAL_PREMISES,499500,3620,673,0,False,0,False,0,True,0,False,False,,488,488,GOOD,False
8560612,HOUSE,APARTMENT_BLOCK,1750000,1200,550,7,True,0,True,60,True,20,False,False,,270,270,AS_NEW,False
8412149,HOUSE,APARTMENT_BLOCK,198000,3270,210,3,True,0,False,0,False,0,False,False,,119,119,TO_RENOVATE,False
8948888,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,395000,4500,405,0,True,0,True,234,True,13,False,False,isUnderOption,359,359,TO_BE_DONE_UP,True
8894232,HOUSE,APARTMENT_BLOCK,349000,6760,118,1,True,0,False,0,False,0,False,False,,63,63,TO_BE_DONE_UP,False
8928748,HOUSE,MIXED_USE_BUILDING,445000,9290,307,4,True,0,False,0,True,16,False,False,,200,200,GOOD,False
8860947,HOUSE,MANSION,659000,8000,232,3,True,0,False,0,True,20,False,False,,125,125,JUST_RENOVATED,True
8941858,HOUSE,APARTMENT_BLOCK,695000,1140,257,7,False,0,False,0,False,0,False,False,isNewClassified,350,350,TO_BE_DONE_UP,False
8916756,HOUSE,MANSION,795000,8000,265,5,True,0,False,0,True,38,False,False,,110,110,JUST_RENOVATED,False
8939722,HOUSE,EXCEPTIONAL_PROPERTY,845000,6940,340,7,True,0,True,6500,False,0,False,False,isNewClassified,7000,7000,GOOD,False
8597517,HOUSE,APARTMENT_BLOCK,225000,4671,270,4,True,0,False,0,True,150,False,False,isUnderOption,315,315,TO_BE_DONE_UP,False
8913670,HOUSE,APARTMENT_BLOCK,280000,4020,180,8,True,0,True,55,False,0,False,False,,120,49,TO_BE_DONE_UP,False
8309310,HOUSE,MIXED_USE_BUILDING,1395000,1000,568,3,True,0,False,0,False,0,False,False,,196,196,JUST_RENOVATED,False
8157990,HOUSE,MIXED_USE_BUILDING,2375000,1000,927,10,True,0,False,0,True,0,False,False,,183,183,JUST_RENOVATED,False
7701433,HOUSE,MIXED_USE_BUILDING,5000000,1000,2049,41,True,0,True,198,True,70,False,False,,1988,1988,AS_NEW,False
7701432,HOUSE,MIXED_USE_BUILDING,5000000,1070,2049,41,True,0,True,198,True,70,False,False,,1988,1988,AS_NEW,False
8866543,HOUSE,APARTMENT_BLOCK,275000,6030,205,3,True,0,False,0,False,0,False,False,,167,167,TO_BE_DONE_UP,False
8555132,INDUSTRY,INDUSTRIAL_PREMISES,940000,1030,240,0,True,0,False,0,False,0,False,False,,0,240,GOOD,False
8894789,HOUSE,APARTMENT_BLOCK,520000,1030,360,8,True,0,True,65,True,15,False,False,,147,147,TO_BE_DONE_UP,False
8916085,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,225000,6840,465,0,True,0,False,0,False,0,False,False,,575,575,GOOD,False
8909957,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,598000,6740,600,0,True,0,False,0,False,0,False,False,isNewlyBuilt,0,600,AS_NEW,False
8846741,HOUSE,APARTMENT_BLOCK,749000,1090,350,8,True,0,True,138,True,37,False,False,isUnderOption,235,235,AS_NEW,False
8744021,HOUSE,APARTMENT_BLOCK,2300000,1050,500,5,True,0,True,130,True,8,False,False,,258,258,TO_RENOVATE,False
8828440,HOUSE,MIXED_USE_BUILDING,1475000,1000,260,5,True,0,False,0,True,6,True,False,isNewPrice,69,69,AS_NEW,False
8911980,HOUSE,MIXED_USE_BUILDING,520000,1050,200,4,False,0,False,0,False,0,False,False,,69,69,TO_RENOVATE,False
8895992,HOUSE,MIXED_USE_BUILDING,690000,1070,230,5,True,0,False,0,True,25,False,False,,489,489,GOOD,False
8950963,HOUSE,APARTMENT_BLOCK,925000,1150,220,3,True,0,True,113,True,22,False,False,isNewClassified,240,240,GOOD,False
8864449,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,375000,6041,0,0,True,0,False,0,True,0,False,False,,553,553,GOOD,False
8623517,HOUSE,HOUSE,160000,5070,200,4,True,0,True,200,True,0,False,False,,360,360,GOOD,False
8865224,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,519000,9200,277,0,True,0,False,0,True,0,False,False,,210,210,,False
8825861,COMMERCIAL,BUSINESS,650000,9230,983,0,True,0,True,57,False,0,False,False,,773,773,TO_BE_DONE_UP,False
7578408,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,785000,9200,0,0,True,0,False,0,True,0,False,False,,677,677,TO_RENOVATE,False
8736851,INDUSTRY,MIXED_USE_BUILDING_INDUSTRIES,445000,6470,580,0,False,0,False,0,False,0,False,False,,5940,5940,Not specified,False
8807620,INDUSTRY,MIXED_USE_BUILDING_INDUSTRIES,510000,6700,0,0,True,0,False,0,False,0,False,False,isNewPrice,221,221,JUST_RENOVATED,False
8842249,HOUSE,MIXED_USE_BUILDING,199000,6980,400,4,True,0,True,158,True,9,False,False,,279,13,GOOD,False
8780463,HOUSE,APARTMENT_BLOCK,209000,6840,585,5,True,0,False,0,True,0,False,False,,460,460,GOOD,False
8596740,HOUSE,APARTMENT_BLOCK,399000,9170,315,4,True,0,False,0,False,0,False,False,,145,145,GOOD,False
8825960,HOUSE,MANSION,649000,8000,259,4,True,0,False,0,False,0,False,False,,216,216,GOOD,True
8764746,HOUSE,MIXED_USE_BUILDING,519000,9200,277,4,True,0,False,0,True,0,False,False,,210,210,,False
8787910,HOUSE,HOUSE,980000,1150,325,4,True,0,True,300,True,26,False,False,isNewPrice,400,400,TO_BE_DONE_UP,False
8722292,HOUSE,APARTMENT_BLOCK,375000,4300,200,4,True,0,True,200,False,0,False,False,,345,345,GOOD,False
8853050,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,398000,9100,293,0,True,0,False,0,True,0,False,False,,316,316,,False
8916893,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,349950,2060,99,0,True,0,False,0,False,0,False,False,,93,93,TO_BE_DONE_UP,False
8549775,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,199000,5650,0,0,True,0,False,0,False,0,False,False,isNewPrice,825,825,GOOD,False
8891646,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,550000,1000,210,0,True,0,False,0,False,0,False,False,,0,210,GOOD,False
8267708,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,199500,4000,150,0,True,0,True,40,True,20,False,False,,40,40,GOOD,False
8625907,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,339000,4900,260,0,True,0,False,0,True,17,False,False,,17,17,TO_BE_DONE_UP,False
8787330,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,975000,9300,1262,0,True,0,False,0,True,16,False,False,,1041,1041,,False
8830361,INDUSTRY,MIXED_USE_BUILDING_INDUSTRIES,155000,9660,210,0,True,0,False,0,False,0,False,False,,0,210,TO_BE_DONE_UP,False
7673841,INDUSTRY,INDUSTRIAL_PREMISES,260000,6010,460,0,False,0,True,200,True,0,False,False,,659,659,,False
8897134,HOUSE,APARTMENT_BLOCK,250000,8370,226,4,True,0,False,0,True,8,False,False,,97,20,JUST_RENOVATED,False
8909511,HOUSE,APARTMENT_BLOCK,398000,1020,180,0,False,0,False,0,False,0,False,False,,50,50,JUST_RENOVATED,False
8811432,HOUSE,MIXED_USE_BUILDING,469000,1090,203,0,False,0,False,0,False,0,False,False,,80,40,TO_BE_DONE_UP,False
8857379,HOUSE,MIXED_USE_BUILDING,550000,1150,245,3,True,0,False,0,True,12,False,False,isUnderOption,186,186,AS_NEW,False
8863419,HOUSE,MIXED_USE_BUILDING,1150000,1040,320,4,False,0,False,0,False,0,False,False,,105,105,GOOD,False
8915697,HOUSE,MIXED_USE_BUILDING,498000,9000,275,5,True,0,True,269,True,32,False,False,isUnderOption,394,394,JUST_RENOVATED,True
8915696,HOUSE,HOUSE,498000,9000,275,5,True,0,True,269,True,32,False,False,isUnderOption,394,394,JUST_RENOVATED,True
8840059,HOUSE,HOUSE,550000,1200,180,4,True,0,True,44,True,4,False,False,isUnderOption,0,180,GOOD,False
8827074,HOUSE,APARTMENT_BLOCK,225000,4500,380,6,True,0,True,2500,True,105,False,False,,2897,2897,TO_RENOVATE,False
8661429,COMMERCIAL,BUSINESS,725000,3000,270,0,True,0,False,0,False,0,False,False,isNewPrice,275,275,GOOD,False
8922001,HOUSE,APARTMENT_BLOCK,200000,5140,175,3,True,0,True,75,False,0,False,False,,390,390,GOOD,False
8816976,OFFICE,MIXED_USE_BUILDING_OFFICES,295000,1020,120,0,True,0,False,0,False,0,False,False,isUnderOption,120,120,TO_BE_DONE_UP,False
8910761,OFFICE,MIXED_USE_BUILDING_OFFICES,971250,1080,525,0,False,0,False,0,False,0,False,False,,0,525,AS_NEW,False
8910561,OFFICE,MIXED_USE_BUILDING_OFFICES,1931400,1080,1044,0,False,0,False,0,False,0,False,False,,0,1044,AS_NEW,False
8765283,HOUSE,MIXED_USE_BUILDING,189000,6000,170,2,True,0,False,0,False,0,False,False,isUnderOption,80,80,GOOD,False
8662603,HOUSE,MIXED_USE_BUILDING,199000,6180,300,3,True,0,False,0,True,20,False,False,,318,318,GOOD,False
8811796,HOUSE,HOUSE,209000,9170,114,2,True,0,False,0,False,0,False,False,,70,16,TO_BE_DONE_UP,False
8701671,HOUSE,MIXED_USE_BUILDING,269000,4020,130,3,True,0,False,0,True,25,False,False,isUnderOption,319,24,TO_BE_DONE_UP,False
8863586,HOUSE,MIXED_USE_BUILDING,300000,1300,275,3,True,0,True,700,True,0,False,False,isUnderOption,802,802,TO_RENOVATE,False
8535208,HOUSE,MIXED_USE_BUILDING,319000,6950,380,2,True,0,False,0,True,4,False,False,isUnderOption,385,385,JUST_RENOVATED,False
8678079,HOUSE,APARTMENT_BLOCK,445000,3270,352,2,True,0,False,0,False,0,False,False,,510,510,GOOD,False
8853459,HOUSE,MIXED_USE_BUILDING,769000,1700,412,4,True,0,False,0,True,108,False,False,,865,865,AS_NEW,False
8863587,HOUSE,APARTMENT_BLOCK,1250000,1300,520,11,True,0,True,5500,True,0,True,True,,5500,5500,JUST_RENOVATED,False
8853410,HOUSE,APARTMENT_BLOCK,1250000,1348,520,11,True,0,True,5200,True,0,True,True,,5500,5500,JUST_RENOVATED,False
8931007,HOUSE,APARTMENT_BLOCK,300000,6230,370,4,True,0,False,0,True,0,False,False,,800,800,GOOD,False
8727992,HOUSE,APARTMENT_BLOCK,289000,4870,360,4,True,0,False,0,True,40,False,False,,201,201,TO_BE_DONE_UP,False
8937718,HOUSE,MIXED_USE_BUILDING,399000,9550,519,5,False,0,False,0,True,0,False,False,isNewClassified,986,986,,False
8938002,HOUSE,VILLA,699000,8000,211,3,True,0,True,1000,False,0,False,False,isNewClassified,1200,1200,,False
8938001,HOUSE,VILLA,699000,8310,211,3,True,0,True,1000,False,0,False,False,isNewClassified,1200,1200,,False
8893036,HOUSE,HOUSE,125000,6600,0,3,True,0,False,0,True,0,False,False,isUnderOption,110,110,TO_RENOVATE,False
8547737,HOUSE,APARTMENT_BLOCK,940000,1030,240,6,True,0,False,0,False,0,False,False,,335,335,GOOD,False
8806196,HOUSE,HOUSE,199000,3890,268,3,True,0,True,430,True,114,False,False,isNewPrice,6,6,GOOD,False
8788132,HOUSE,APARTMENT_BLOCK,395000,5100,330,5,True,0,False,0,False,0,False,False,,391,391,TO_RENOVATE,False
8851992,HOUSE,MIXED_USE_BUILDING,620000,4000,242,3,True,0,False,0,True,10,False,False,,110,26,AS_NEW,False
8016112,HOUSE,EXCEPTIONAL_PROPERTY,820000,1702,367,4,True,0,True,9143,True,30,False,False,isNewPrice,9143,9143,GOOD,False
8766297,HOUSE,MIXED_USE_BUILDING,1600000,1000,300,6,True,0,False,0,True,50,False,False,,76,76,,False
8842250,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,199000,6980,400,0,True,0,False,0,False,0,False,False,,0,400,GOOD,False
8775354,COMMERCIAL,BUSINESS,429000,9990,115,0,True,0,False,0,False,0,False,False,,176,176,AS_NEW,False
8772351,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,495000,2660,0,0,True,0,False,0,False,0,False,False,,173,173,GOOD,False
8541160,COMMERCIAL,BUSINESS,499500,3620,673,0,False,0,False,0,True,0,False,False,,488,488,GOOD,False
8477752,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,499500,3620,673,0,False,0,False,0,True,0,False,False,,488,488,GOOD,False
8477750,COMMERCIAL,COMMERCIAL_PREMISES,499500,3620,673,0,False,0,False,0,True,0,False,False,,488,488,GOOD,False
8840053,HOUSE,APARTMENT_BLOCK,550000,1200,160,3,False,0,True,44,True,4,False,False,isUnderOption,0,160,GOOD,False
8541158,OFFICE,OFFICES,499500,3620,673,0,False,0,False,0,True,0,False,False,,488,488,GOOD,False
8477751,OFFICE,OFFICE_BLOCK,499500,3620,673,0,False,0,False,0,True,0,False,False,,488,488,GOOD,False
8771600,INDUSTRY,MIXED_USE_BUILDING_INDUSTRIES,350000,6700,647,0,True,0,False,0,False,0,False,False,,0,647,GOOD,False
8947125,HOUSE,VILLA,215000,7060,123,3,True,0,False,0,True,0,False,False,isNewClassified,471,471,TO_RESTORE,True
8729958,HOUSE,APARTMENT_BLOCK,3500000,1000,850,10,True,0,False,0,False,0,True,False,,230,180,AS_NEW,False
8935057,HOUSE,APARTMENT_BLOCK,750000,9000,315,7,True,0,False,0,True,4,False,False,isNewClassified,100,100,GOOD,False
8040133,HOUSE,MIXED_USE_BUILDING,125000,4020,125,3,True,0,False,0,False,0,False,False,isUnderOption,60,60,TO_RENOVATE,False
8875398,HOUSE,APARTMENT_BLOCK,399000,8450,237,5,True,0,False,0,False,0,False,False,,205,205,GOOD,False
8009981,HOUSE,APARTMENT_BLOCK,725000,2018,360,4,True,0,False,0,False,0,False,False,isUnderOption,160,160,JUST_RENOVATED,False
8659614,HOUSE,HOUSE,665000,9000,177,3,True,0,False,0,True,0,False,False,,330,330,GOOD,False
8717806,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,235000,5140,200,0,True,0,False,0,False,0,False,False,,135,135,GOOD,False
8421663,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,249000,7700,130,0,True,0,True,305,True,0,False,False,,507,507,GOOD,False
8867557,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,290000,6600,255,0,True,0,False,0,False,0,False,False,,85,85,TO_BE_DONE_UP,False
8205731,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,297500,4500,210,0,True,0,False,0,True,0,False,False,,70,70,GOOD,False
8206444,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,319500,4500,200,0,True,0,False,0,True,0,False,False,,200,200,AS_NEW,False
8894078,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,485000,2610,160,0,True,0,True,624,True,14,False,False,,983,983,JUST_RENOVATED,False
8611300,HOUSE,APARTMENT_BLOCK,725000,1950,230,7,True,0,False,0,True,21,False,False,isUnderOption,364,364,JUST_RENOVATED,False
8907019,HOUSE,APARTMENT_BLOCK,218000,4920,85,2,True,0,False,0,True,8,False,False,isNewlyBuilt,250,250,AS_NEW,False
8535249,OFFICE,MIXED_USE_BUILDING_OFFICES,329000,8530,0,0,False,0,False,0,False,0,False,False,,1221,1221,GOOD,False
8887290,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,239000,5060,60,0,True,0,False,0,True,43,False,False,,198,198,JUST_RENOVATED,False
8916755,OTHER,BED_N_BREAKFAST,795000,8000,265,5,True,0,False,0,True,38,False,False,,110,110,,False
8949677,HOUSE,MIXED_USE_BUILDING,499000,8470,0,4,False,0,False,0,False,0,False,False,isNewClassified,1191,1191,GOOD,False
8857555,HOUSE,MIXED_USE_BUILDING,349000,1800,361,3,True,0,False,0,True,27,False,False,,0,34,GOOD,False
8654053,HOUSE,HOUSE,330000,8370,144,3,True,0,False,0,False,0,False,False,,56,56,GOOD,False
8941958,HOUSE,MIXED_USE_BUILDING,460000,3000,280,6,True,0,False,0,True,0,False,False,isNewClassified,162,162,TO_RENOVATE,False
8724242,HOUSE,MIXED_USE_BUILDING,175000,4500,128,2,True,0,False,0,False,0,False,False,,45,45,GOOD,False
8653878,HOUSE,APARTMENT_BLOCK,299000,6831,280,4,True,0,True,50,True,6,False,False,,286,8,JUST_RENOVATED,False
8733131,HOUSE,MIXED_USE_BUILDING,348000,9600,470,3,True,0,False,0,True,0,False,False,,256,256,TO_BE_DONE_UP,False
7370557,HOUSE,HOUSE,390000,7700,180,4,True,0,False,0,True,100,False,False,,0,180,JUST_RENOVATED,False
8088715,HOUSE,MIXED_USE_BUILDING,395000,6767,648,4,True,0,False,0,False,0,False,False,isUnderOption,1788,1788,JUST_RENOVATED,False
8825863,HOUSE,MIXED_USE_BUILDING,650000,9230,983,0,True,0,True,57,False,0,False,False,,773,773,TO_BE_DONE_UP,False
8805119,HOUSE,APARTMENT_BLOCK,785000,1180,184,5,True,0,True,143,True,25,False,False,,230,230,TO_BE_DONE_UP,False
8787329,HOUSE,APARTMENT_BLOCK,975000,9300,1262,6,True,0,False,0,True,16,False,False,,1041,1041,,False
8787324,HOUSE,MIXED_USE_BUILDING,975000,9300,1262,6,True,0,False,0,True,16,False,False,,1041,1041,,False
8848012,HOUSE,APARTMENT_BLOCK,1285000,3020,425,10,True,0,False,0,True,9,False,False,,637,637,TO_BE_DONE_UP,False
8816678,HOUSE,MIXED_USE_BUILDING,1350000,1040,423,3,False,0,True,76,True,0,False,False,,221,221,GOOD,False
8122926,HOUSE,MIXED_USE_BUILDING,2850000,1200,2300,15,True,0,False,0,True,40,False,False,isUnderOption,1633,1633,TO_RENOVATE,False
8744240,HOUSE,HOUSE,285000,2390,205,4,True,0,True,50,True,0,False,False,,132,6,GOOD,False
8638523,HOUSE,MIXED_USE_BUILDING,490000,1400,280,6,True,0,False,0,True,20,False,False,,309,309,GOOD,True
8933279,HOUSE,MIXED_USE_BUILDING,1275000,3900,204,4,True,0,False,0,False,0,False,False,isNewClassified,40500,40500,GOOD,False
8912010,HOUSE,MIXED_USE_BUILDING,388000,1080,237,3,False,0,True,40,True,13,False,False,,150,15,GOOD,False
8763695,HOUSE,HOUSE,439000,4000,300,7,True,0,True,120,True,60,False,False,,120,120,,True
8763692,HOUSE,MANSION,439000,4000,300,7,True,0,True,120,True,60,False,False,,120,120,,True
8403564,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,199000,9470,238,0,False,0,False,0,False,0,False,False,,199,199,TO_BE_DONE_UP,False
8757723,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,275000,6200,0,0,True,0,False,0,False,0,False,False,,1370,1370,GOOD,False
8902313,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,299500,2600,0,0,True,0,False,0,False,0,False,False,,56,56,JUST_RENOVATED,False
8723732,OFFICE,MIXED_USE_BUILDING_OFFICES,200000,7860,320,0,True,0,False,0,False,0,False,False,,210,210,TO_RESTORE,False
8910797,OFFICE,MIXED_USE_BUILDING_OFFICES,444000,1080,242,0,False,0,False,0,False,0,False,False,,0,242,AS_NEW,False
8438201,OFFICE,OFFICES,2150000,1930,1643,0,False,0,False,0,True,0,False,False,,2316,2316,GOOD,False
8870006,INDUSTRY,MIXED_USE_BUILDING_INDUSTRIES,179000,5060,0,0,True,0,False,0,False,0,False,False,isNewPrice,0,0,,False
8833858,INDUSTRY,MIXED_USE_BUILDING_INDUSTRIES,235000,6200,0,0,False,0,False,0,True,0,False,False,,720,720,,False
8800598,INDUSTRY,MIXED_USE_BUILDING_INDUSTRIES,235000,6240,0,0,False,0,False,0,True,0,False,False,,720,720,,False
8948451,HOUSE,MIXED_USE_BUILDING,1795000,1190,800,10,True,0,False,0,False,0,False,False,isNewClassified,150,150,GOOD,False
8676872,HOUSE,MIXED_USE_BUILDING,425000,6600,400,6,True,0,False,0,True,0,False,False,,660,660,GOOD,False
8723329,HOUSE,HOUSE,499000,8000,195,3,True,0,False,0,False,0,False,False,,850,850,,True
8664756,HOUSE,APARTMENT_BLOCK,600000,2830,0,0,True,0,False,0,False,0,False,False,,295,295,GOOD,False
8849483,HOUSE,MIXED_USE_BUILDING,199000,1400,135,1,False,0,False,0,False,0,False,False,,84,84,JUST_RENOVATED,False
8742065,HOUSE,APARTMENT_BLOCK,1350000,1000,400,7,True,0,False,0,True,75,False,False,,206,206,TO_RESTORE,False
8933305,HOUSE,MIXED_USE_BUILDING,275000,9060,187,2,True,0,False,0,True,0,False,False,isNewClassified,0,187,GOOD,True
8599117,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,125000,5660,120,0,True,0,False,0,False,0,False,False,isUnderOption,0,120,,False
8740002,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,299900,4500,280,0,True,0,False,0,False,0,False,False,,0,280,TO_BE_DONE_UP,False
8917199,HOUSE,MIXED_USE_BUILDING,1500000,1000,521,6,True,0,True,15,True,15,False,False,,202,202,AS_NEW,False
8183613,INDUSTRY,MIXED_USE_BUILDING_INDUSTRIES,320000,6700,540,0,True,0,False,0,False,0,False,False,,0,540,TO_RENOVATE,False
8847972,INDUSTRY,MIXED_USE_BUILDING_INDUSTRIES,340000,6700,0,0,True,0,False,0,False,0,False,False,,550,550,TO_RENOVATE,False
8925286,HOUSE,MIXED_USE_BUILDING,425000,2100,93,4,True,0,False,0,True,7,False,False,,188,188,GOOD,False
8693763,HOUSE,MIXED_USE_BUILDING,115000,6880,127,2,True,0,False,0,True,40,False,False,,88,88,JUST_RENOVATED,False
8742955,HOUSE,HOUSE,125000,6630,209,5,True,0,False,0,False,0,False,False,isUnderOption,162,49,TO_RENOVATE,False
8830362,HOUSE,HOUSE,155000,9660,210,2,True,0,False,0,False,0,False,False,,0,210,TO_BE_DONE_UP,False
6872887,HOUSE,APARTMENT_BLOCK,250000,2830,134,3,True,0,True,75,False,0,False,False,,250,250,,False
8864024,HOUSE,MIXED_USE_BUILDING,325000,6830,224,4,True,0,False,0,False,0,False,False,,0,224,GOOD,False
8911510,HOUSE,MIXED_USE_BUILDING,445000,3040,128,1,True,0,True,1200,False,0,False,False,,1450,1450,TO_RESTORE,False
8920156,HOUSE,HOUSE,459000,8850,204,3,True,0,True,484,False,0,False,False,,586,586,,False
8646553,HOUSE,MIXED_USE_BUILDING,497000,2880,0,2,True,0,False,0,True,31,False,False,,389,14,TO_BE_DONE_UP,False
8788153,HOUSE,MIXED_USE_BUILDING,549000,1780,288,6,True,0,True,284,True,21,False,False,,522,522,GOOD,False
8886727,HOUSE,MIXED_USE_BUILDING,695000,9308,235,4,True,0,False,0,True,0,False,False,,4971,4971,TO_RENOVATE,True
8629680,HOUSE,MIXED_USE_BUILDING,925000,9040,349,0,True,0,False,0,False,0,False,False,,94,94,GOOD,False
8851392,HOUSE,EXCEPTIONAL_PROPERTY,1880000,1150,400,7,False,0,True,562,True,100,False,False,,650,650,JUST_RENOVATED,False
8418358,HOUSE,HOUSE,2450000,2018,446,6,True,0,True,266,True,0,True,False,,266,266,AS_NEW,False
8951462,HOUSE,MIXED_USE_BUILDING,229000,2060,114,2,True,0,False,0,True,5,False,False,isNewClassified,50,5,JUST_RENOVATED,False
8921066,HOUSE,HOUSE,119500,6870,85,2,True,0,False,0,True,0,False,False,,0,85,GOOD,False
8677907,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,159000,1400,120,0,True,0,False,0,False,0,False,False,,40,40,GOOD,False
8925673,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,199000,5380,90,0,True,0,False,0,False,0,False,False,,0,90,GOOD,False
8885908,COMMERCIAL,COMMERCIAL_PREMISES,620000,4000,242,0,True,0,False,0,False,0,False,False,,0,242,AS_NEW,False
8924824,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,1690000,1000,400,0,True,0,False,0,False,0,False,False,,100,100,JUST_RENOVATED,False
8244300,COMMERCIAL,MIXED_USE_BUILDING_COMMERCIAL,415000,4620,315,0,False,0,False,0,True,0,False,False,,484,484,GOOD,False
8921668,OFFICE,MIXED_USE_BUILDING_OFFICES,130000,1500,100,0,False,0,False,0,False,0,False,False,isNewPrice,0,100,,False
8841406,HOUSE,APARTMENT_BLOCK,245000,6460,320,3,True,0,False,0,False,0,False,False,,104,104,,False
8772353,HOUSE,APARTMENT_BLOCK,495000,2660,0,4,True,0,False,0,False,0,False,False,,173,173,GOOD,False
8906166,HOUSE,MIXED_USE_BUILDING,245000,9600,200,3,True,0,False,0,True,27,False,False,,120,120,AS_NEW,False
8932335,HOUSE,APARTMENT_BLOCK,495000,1180,166,5,True,0,True,100,True,80,False,False,isNewClassified,154,154,GOOD,False
8926934,HOUSE,APARTMENT_BLOCK,600000,9000,178,7,True,0,True,10,True,10,True,False,,76,76,GOOD,False
8915754,HOUSE,MIXED_USE_BUILDING,1500000,1000,520,7,True,0,False,0,True,30,False,False,,202,80,AS_NEW,False
8932497,COMMERCIAL,COMMERCIAL_PREMISES,515000,2800,139,0,True,0,False,0,True,35,False,False,isNewClassified,150,150,GOOD,False
