,type_property,type_subproperty,price,locality,netHabitableSurface,nr_bedrooms,kitchen_installed,nr_facades,hasGarden,garden_m2,hasTerrace,terrace_m2,furnished_YN,swimpool_YN,type_of_sale,land,basement,building,fireplaceExist
8778181,HOUSE,HOUSE,895000,1380,450,7,True,0,True,1200,True,40,False,False,,2000,2000,GOOD,False
8482064,HOUSE,HOUSE,945000,8000,550,8,False,0,False,0,False,0,False,False,isNewPrice,270,270,Not specified,False
8954688,HOUSE,APARTMENT_BLOCK,995000,1000,330,5,True,0,False,0,True,10,True,False,isNewClassified,178,178,GOOD,False
8921155,HOUSE,MIXED_USE_BUILDING,1000000,1180,440,3,True,0,False,0,True,10,False,False,,225,225,GOOD,False
8954669,HOUSE,MANSION,1195000,1050,295,4,True,0,True,40,True,5,False,False,isNewClassified,105,105,TO_RENOVATE,False
8930903,HOUSE,HOUSE,1250000,1950,310,5,True,0,True,1,True,20,False,False,,1152,1152,GOOD,False
8803296,HOUSE,VILLA,1325000,8300,206,4,False,0,False,0,True,0,False,False,isNewPrice,376,376,AS_NEW,False
7955962,HOUSE,EXCEPTIONAL_PROPERTY,1350000,9111,500,5,False,0,False,0,True,0,False,False,,29102,29102,,False
8880654,HOUSE,MANSION,1390000,1000,300,5,True,0,False,0,True,20,False,False,,81,81,AS_NEW,False
8889494,HOUSE,MANSION,1390000,1050,300,5,True,0,False,0,True,20,False,False,,81,81,AS_NEW,False
8892166,HOUSE,MIXED_USE_BUILDING,1400000,1040,430,4,True,0,True,200,True,15,False,False,,317,317,GOOD,False
8822833,HOUSE,EXCEPTIONAL_PROPERTY,1495000,1410,642,5,True,0,False,0,True,50,False,False,,1050,1050,AS_NEW,True
8912510,HOUSE,APARTMENT_BLOCK,1500000,1200,600,10,True,0,True,250,True,20,False,False,,700,700,GOOD,False
8912509,HOUSE,HOUSE,1500000,1200,600,10,True,0,True,250,True,20,False,False,,700,700,GOOD,False
8869379,HOUSE,VILLA,1595000,1200,400,4,True,0,True,850,True,20,False,False,,1000,1000,AS_NEW,False
8915168,HOUSE,HOUSE,1995000,1180,780,6,True,0,True,80,True,15,False,False,,275,275,JUST_RENOVATED,False
8740691,HOUSE,HOUSE,3800000,1150,600,8,True,0,True,1367,True,40,False,True,,1367,1367,AS_NEW,False
8828090,HOUSE,HOUSE,8750000,8300,828,18,False,0,True,2300,True,0,False,True,,3195,3195,AS_NEW,False
8927454,HOUSE,HOUSE,319000,9700,300,3,True,0,False,0,False,0,False,False,,0,300,GOOD,False
8840113,HOUSE,HOUSE,169000,4610,145,3,True,0,True,140,True,20,False,False,isUnderOption,193,27,GOOD,False
8929681,HOUSE,HOUSE,355000,8200,170,3,True,0,False,0,False,0,False,False,,290,290,AS_NEW,False
8843998,HOUSE,HOUSE,495000,9961,400,3,True,0,True,610,True,26,False,False,,828,828,AS_NEW,False
8713146,HOUSE,HOUSE,225000,1357,212,3,True,0,False,0,True,0,False,False,isNewlyBuilt,531,531,,False
8914265,HOUSE,HOUSE,255000,6830,165,3,False,0,False,0,True,0,False,False,isUnderOption,770,770,AS_NEW,False
7871401,HOUSE,HOUSE,372100,2830,185,3,True,0,False,0,False,0,False,False,isNewlyBuilt,533,533,AS_NEW,False
8495911,HOUSE,HOUSE,382500,2870,162,3,True,0,False,0,False,0,False,False,isNewlyBuilt,426,426,AS_NEW,False
7911304,HOUSE,HOUSE,440700,2220,240,4,True,0,False,0,False,0,False,False,isNewlyBuilt,720,720,AS_NEW,False
7911296,HOUSE,HOUSE,463600,2220,198,4,True,0,False,0,False,0,False,False,isNewlyBuilt,850,850,AS_NEW,False
8859975,HOUSE,HOUSE,355000,8660,60,1,True,0,True,4,False,0,False,False,isNewlyBuilt,60,60,,False
8887337,HOUSE,HOUSE,160000,6850,216,2,True,0,True,894,False,0,False,False,,894,894,GOOD,False
8922566,HOUSE,HOUSE,189000,8400,0,3,True,0,False,0,True,0,False,False,,70,70,,False
8905859,HOUSE,HOUSE,209000,7530,166,2,True,0,False,0,True,0,False,False,isUnderOption,290,290,,True
8871374,HOUSE,EXCEPTIONAL_PROPERTY,545000,4920,500,7,True,0,False,0,True,8,False,False,,4531,89,GOOD,False
8794025,HOUSE,HOUSE,235000,9506,0,4,False,0,False,0,False,0,False,False,,578,578,TO_RENOVATE,False
8894836,HOUSE,HOUSE,275000,6221,165,4,True,0,False,0,True,0,False,False,,1840,1840,GOOD,False
8945419,HOUSE,HOUSE,349000,7090,266,4,True,0,False,0,True,0,False,False,isNewClassified,145,145,,False
8942653,HOUSE,MANSION,695000,9000,224,4,True,0,True,40,False,0,False,False,isNewClassified,143,75,AS_NEW,False
8841646,HOUSE,HOUSE,725000,9000,200,4,True,0,False,0,False,0,False,False,,100,100,AS_NEW,False
8946412,HOUSE,HOUSE,129000,6040,203,2,True,0,False,0,False,0,False,False,isNewClassified,832,832,TO_BE_DONE_UP,False
8871543,HOUSE,HOUSE,245000,2300,162,3,True,0,False,0,True,0,False,False,,228,228,,False
8934126,HOUSE,HOUSE,249000,6600,0,4,False,0,False,0,True,0,False,False,isNewClassified,500,500,,False
8919985,HOUSE,HOUSE,345000,1840,168,3,True,0,False,0,True,0,False,False,,621,621,,False
8927783,HOUSE,HOUSE,119000,4100,90,2,True,0,True,72,False,0,False,False,,138,138,TO_RENOVATE,False
8866864,HOUSE,HOUSE,185000,8660,70,1,False,0,False,0,True,0,False,False,,100,100,AS_NEW,False
8900744,HOUSE,HOUSE,190000,3570,516,2,False,0,False,0,False,0,False,False,isAnInteractiveSale,3025,3025,TO_RENOVATE,False
8950740,HOUSE,HOUSE,259000,9300,185,3,True,0,False,0,True,0,False,False,isNewClassified,664,664,GOOD,False
8856373,HOUSE,HOUSE,260000,2580,131,3,True,0,False,0,True,12,False,False,,1200,7,TO_RENOVATE,False
8913189,HOUSE,HOUSE,295000,1470,142,3,True,0,False,0,True,30,False,False,,530,530,AS_NEW,False
8949537,HOUSE,HOUSE,300000,1420,0,4,False,0,False,0,False,0,False,False,isNewClassified,756,756,Not specified,False
8951859,HOUSE,HOUSE,315000,5101,176,3,True,0,False,0,False,0,False,False,isNewClassified,557,557,GOOD,False
8810316,HOUSE,HOUSE,449000,2520,146,3,True,0,False,0,False,0,False,False,,714,714,,False
8939172,HOUSE,HOUSE,450000,1360,200,4,True,0,False,0,True,0,False,False,isNewClassified,1700,1700,AS_NEW,False
8822006,HOUSE,MANSION,790000,9240,685,5,True,0,True,460,False,0,False,True,,715,715,Not specified,True
8891065,HOUSE,HOUSE,79000,6840,75,2,True,0,True,405,False,0,False,False,isUnderOption,405,405,TO_BE_DONE_UP,False
8926429,HOUSE,HOUSE,165000,6560,170,3,True,0,False,0,True,0,False,False,,334,334,GOOD,False
8931491,HOUSE,HOUSE,170000,7000,170,3,True,0,False,0,True,16,False,False,isUnderOption,380,380,TO_BE_DONE_UP,False
8911906,HOUSE,HOUSE,239000,9700,336,6,True,0,False,0,False,0,False,False,,738,738,TO_BE_DONE_UP,False
8861467,HOUSE,HOUSE,275000,4052,120,2,True,0,True,270,True,0,False,False,,345,345,AS_NEW,False
8916706,HOUSE,HOUSE,330000,5081,180,4,True,0,False,0,False,0,False,False,,975,54,GOOD,False
8930521,HOUSE,HOUSE,345000,2180,159,4,True,0,True,100,True,18,False,False,,186,186,AS_NEW,False
8716993,HOUSE,HOUSE,488000,1380,225,6,True,0,False,0,True,30,False,False,,269,23,JUST_RENOVATED,False
8840317,HOUSE,VILLA,3350000,1380,844,5,True,0,True,44531,True,261,False,True,,45184,45184,GOOD,False
8934364,HOUSE,HOUSE,100000,6660,260,1,True,0,True,928,True,0,False,False,isUnderOption,928,928,JUST_RENOVATED,False
8846268,HOUSE,VILLA,335000,1470,175,4,True,0,True,500,True,20,False,False,,808,808,GOOD,False
8846088,HOUSE,VILLA,335000,1474,175,4,True,0,True,500,True,20,False,False,,808,808,GOOD,False
8822587,HOUSE,HOUSE,345000,1420,130,3,True,0,False,0,True,0,False,False,,261,261,GOOD,False
8909433,HOUSE,HOUSE,365000,8200,233,5,True,0,True,46,False,0,False,False,,155,23,AS_NEW,False
8784457,HOUSE,HOUSE,245000,6001,180,4,True,0,False,0,True,50,False,False,,301,301,AS_NEW,False
8793483,HOUSE,MANSION,299000,9500,166,3,True,0,False,0,False,0,False,False,,111,111,AS_NEW,False
8920904,HOUSE,HOUSE,565000,9620,235,3,True,0,False,0,True,0,False,False,,1873,1873,GOOD,False
8917473,HOUSE,HOUSE,100000,7390,85,2,True,0,False,0,True,0,False,False,,150,150,GOOD,False
8870129,HOUSE,HOUSE,265000,6210,160,5,True,0,False,0,True,0,False,False,,320,320,GOOD,False
8944154,HOUSE,HOUSE,395000,8800,207,4,True,0,False,0,False,0,False,False,isNewClassified,661,661,GOOD,False
8812776,HOUSE,VILLA,455000,8020,484,4,False,0,False,0,False,0,False,True,isUnderOption,2211,2211,TO_RENOVATE,False
8942013,HOUSE,HOUSE,475000,1420,205,6,True,0,False,0,True,0,False,False,isNewClassified,250,250,AS_NEW,False
8932600,HOUSE,HOUSE,199000,9500,203,3,True,0,False,0,True,38,False,False,isNewClassified,160,160,GOOD,False
8891054,HOUSE,VILLA,2600000,1380,610,5,True,0,False,0,True,0,False,True,,8000,8000,AS_NEW,True
8952037,HOUSE,HOUSE,130000,7110,127,4,True,0,False,0,True,57,False,False,isNewClassified,0,127,TO_BE_DONE_UP,False
8930549,HOUSE,HOUSE,179500,8450,90,3,False,0,True,75,False,0,True,False,,229,229,GOOD,False
8885528,HOUSE,HOUSE,400000,3020,0,5,True,0,False,0,True,0,False,False,isAnInteractiveSale,382,382,AS_NEW,False
8755091,HOUSE,HOUSE,65000,7134,138,2,True,0,False,0,True,0,False,False,,95,95,TO_RENOVATE,False
8657046,HOUSE,HOUSE,95000,7340,100,3,True,0,False,0,False,0,False,False,,260,260,TO_RENOVATE,False
8556349,HOUSE,HOUSE,99000,4800,140,4,False,0,False,0,False,0,False,False,isUnderOption,50,15,TO_RENOVATE,False
8260963,HOUSE,HOUSE,99000,4860,174,6,True,0,True,200,True,55,False,False,isUnderOption,515,63,TO_RENOVATE,False
8793268,HOUSE,HOUSE,99000,7370,70,2,True,0,True,120,False,0,False,False,isUnderOption,320,320,TO_BE_DONE_UP,False
8615166,HOUSE,HOUSE,105000,4000,166,3,False,0,False,0,True,0,False,False,isAnInteractiveSale,747,747,TO_BE_DONE_UP,False
8756295,HOUSE,HOUSE,107000,5190,220,3,True,0,True,130,True,0,False,False,isUnderOption,248,248,TO_RENOVATE,False
8536670,HOUSE,HOUSE,117500,7012,78,1,True,0,False,0,False,0,False,False,,135,135,JUST_RENOVATED,False
8644840,HOUSE,HOUSE,120000,7390,164,3,True,0,False,0,False,0,False,False,isUnderOption,150,150,TO_BE_DONE_UP,False
8801776,HOUSE,HOUSE,124900,7340,85,3,True,0,False,0,True,0,False,False,,305,305,GOOD,False
8869402,HOUSE,HOUSE,128000,6001,100,2,True,0,True,152,True,30,False,False,isUnderOption,202,27,TO_BE_DONE_UP,False
8049365,HOUSE,HOUSE,128000,7700,80,3,True,0,True,203,True,0,False,False,,269,269,,False
8135059,HOUSE,HOUSE,130000,8930,0,3,True,0,False,0,True,0,False,False,,43,43,GOOD,False
8669024,HOUSE,HOUSE,138000,6000,120,3,True,0,True,50,True,20,False,False,isUnderOption,120,120,GOOD,False
8909596,HOUSE,HOUSE,140000,4000,70,1,True,0,True,215,True,0,False,False,,280,280,GOOD,False
8810941,HOUSE,HOUSE,149000,7134,170,3,True,0,True,100,True,0,False,False,isUnderOption,223,17,TO_BE_DONE_UP,False
7782347,HOUSE,HOUSE,149500,7370,200,1,True,0,False,0,False,0,False,False,,215,215,,False
8835503,HOUSE,HOUSE,159000,5060,87,2,True,0,False,0,True,19,False,False,isUnderOption,0,87,TO_BE_DONE_UP,False
8797505,HOUSE,HOUSE,165000,6240,189,3,True,0,True,450,True,0,False,False,isUnderOption,680,680,GOOD,False
8734722,HOUSE,HOUSE,165000,9600,69,1,True,0,True,42,False,0,False,False,,111,111,GOOD,False
8792192,HOUSE,HOUSE,169000,4000,140,3,True,0,True,200,False,0,False,False,isUnderOption,289,20,,False
8720137,HOUSE,HOUSE,175000,5060,85,2,True,0,True,50,False,0,False,False,isUnderOption,0,85,JUST_RENOVATED,False
8812434,HOUSE,HOUSE,179000,6060,0,3,False,0,False,0,True,0,False,False,,160,160,,False
8812433,HOUSE,HOUSE,179000,6200,0,3,False,0,False,0,True,0,False,False,,160,160,,False
8863443,HOUSE,HOUSE,179000,8500,106,2,False,0,False,0,False,0,False,False,,55,55,GOOD,False
8626580,HOUSE,HOUSE,183000,7700,119,3,True,0,True,120,False,0,False,False,isUnderOption,180,180,JUST_RENOVATED,False
8811464,HOUSE,HOUSE,187500,8730,190,2,False,0,False,0,True,20,False,False,,214,214,TO_RENOVATE,False
8865178,HOUSE,HOUSE,189000,9988,205,4,False,0,False,0,False,0,False,False,,280,280,TO_RENOVATE,False
8549197,HOUSE,HOUSE,195000,1430,300,3,True,0,False,0,True,0,False,False,,700,700,TO_RESTORE,False
8727851,HOUSE,HOUSE,195000,4100,245,5,True,0,True,200,True,0,False,False,isUnderOption,330,330,GOOD,False
8729983,HOUSE,HOUSE,195000,4420,115,2,True,0,True,78,True,25,False,False,isUnderOption,0,115,JUST_RENOVATED,False
8831106,HOUSE,HOUSE,195000,4670,265,3,False,0,False,0,True,20,False,False,,729,35,,False
8853508,HOUSE,HOUSE,210000,1785,185,3,False,0,False,0,False,0,False,False,isUnderOption,205,205,TO_RENOVATE,False
8753696,HOUSE,HOUSE,210000,7370,135,3,True,0,False,0,True,0,False,False,,230,230,AS_NEW,False
8844603,HOUSE,VILLA,224000,4520,106,3,True,0,True,1300,True,51,False,False,isUnderOption,1450,1450,TO_BE_DONE_UP,False
8828454,HOUSE,HOUSE,225000,4500,300,4,True,0,True,16,True,14,False,False,,300,95,GOOD,False
8709422,HOUSE,HOUSE,225000,8430,120,3,True,0,True,61,True,25,False,False,,186,186,GOOD,False
8070952,HOUSE,HOUSE,229000,7301,260,3,True,0,False,0,True,35,False,False,isUnderOption,0,260,GOOD,False
8634434,HOUSE,HOUSE,232500,4500,178,3,True,0,True,50,True,15,False,False,,0,178,,False
8718693,HOUSE,HOUSE,245000,8700,212,2,True,0,False,0,False,0,False,False,,144,22,,False
8834027,HOUSE,APARTMENT_BLOCK,249000,4040,125,2,False,0,False,0,True,0,False,False,,0,125,,False
8874919,HOUSE,HOUSE,255000,3530,170,3,True,0,False,0,False,0,False,False,,360,360,GOOD,False
8869714,HOUSE,HOUSE,269000,3520,250,5,False,0,True,700,False,0,False,False,,1100,10,AS_NEW,False
8713002,HOUSE,HOUSE,279000,1090,177,6,False,0,False,0,False,0,False,False,,0,177,TO_RENOVATE,False
8850228,HOUSE,HOUSE,279000,1790,182,3,True,0,True,430,True,0,False,False,isUnderOption,630,20,TO_RENOVATE,False
8452109,HOUSE,HOUSE,284500,4620,114,4,True,0,True,139,False,0,False,False,,306,306,,False
8787355,HOUSE,HOUSE,295000,4100,150,3,True,0,False,0,True,15,False,False,isUnderOption,670,50,TO_BE_DONE_UP,False
8898235,HOUSE,HOUSE,295000,8200,145,3,True,0,False,0,True,0,False,False,,318,318,TO_RENOVATE,False
8843196,HOUSE,HOUSE,305000,9230,177,3,False,0,False,0,False,0,False,False,,1070,1070,TO_RENOVATE,False
8905258,HOUSE,HOUSE,315000,9500,344,6,True,0,False,0,False,0,False,False,,1190,1190,GOOD,False
8488245,HOUSE,HOUSE,325000,7730,265,3,True,0,True,156,True,15,False,False,,394,394,,False
8776339,HOUSE,HOUSE,329000,8760,120,3,True,0,False,0,False,0,False,False,,772,772,GOOD,True
8862534,HOUSE,HOUSE,349000,2440,183,4,True,0,False,0,False,0,False,False,,3936,3936,GOOD,False
8855480,HOUSE,HOUSE,350000,9200,160,3,False,0,False,0,True,0,False,False,,378,378,AS_NEW,False
8850554,HOUSE,HOUSE,359000,9308,180,3,True,0,False,0,True,0,False,False,isUnderOption,731,731,AS_NEW,False
8720908,HOUSE,HOUSE,364900,9870,172,3,True,0,False,0,False,0,False,False,,960,960,,False
8835029,HOUSE,APARTMENT_BLOCK,365000,1070,145,4,False,0,False,0,False,0,False,False,,40,40,GOOD,False
8887917,HOUSE,VILLA,369000,8210,152,3,True,0,False,0,False,0,False,False,,802,802,GOOD,False
8484264,HOUSE,HOUSE,381885,1853,196,3,False,0,False,0,False,0,False,False,,270,270,,False
8751946,HOUSE,COUNTRY_COTTAGE,395000,1315,310,4,True,0,False,0,True,0,False,False,,1381,1381,TO_BE_DONE_UP,False
8869305,HOUSE,VILLA,398000,3271,384,6,True,0,False,0,True,56,False,False,,2200,2200,TO_RENOVATE,False
8801640,HOUSE,HOUSE,398500,9700,210,4,True,0,False,0,True,0,False,False,,1918,1918,,False
8401650,HOUSE,HOUSE,399000,2381,181,3,False,0,False,0,True,0,False,False,,775,775,AS_NEW,False
8903062,HOUSE,HOUSE,399000,4500,200,4,True,0,True,600,False,0,False,False,,750,30,AS_NEW,False
8916831,HOUSE,HOUSE,415000,3090,150,3,True,0,False,0,True,0,False,False,,1102,1102,TO_BE_DONE_UP,False
8756290,HOUSE,HOUSE,415500,6700,214,6,True,0,True,500,True,0,False,False,isUnderOption,1000,1000,GOOD,False
8904616,HOUSE,HOUSE,425000,7120,311,3,True,0,True,2600,True,50,False,False,,3836,3836,TO_RESTORE,False
8699914,HOUSE,APARTMENT_BLOCK,429000,1080,202,4,True,0,True,22,True,0,False,False,,93,32,GOOD,False
8881823,HOUSE,HOUSE,445000,1780,200,4,True,0,True,420,True,10,False,False,,600,3,TO_RENOVATE,False
8899084,HOUSE,VILLA,459000,1651,250,3,True,0,False,0,True,0,False,False,,950,108,GOOD,False
8346706,HOUSE,VILLA,550000,7500,400,6,True,0,False,0,False,0,False,False,,2250,2250,,True
8254795,HOUSE,APARTMENT_BLOCK,575000,4800,500,10,True,0,False,0,False,0,False,False,,216,216,JUST_RENOVATED,False
8718103,HOUSE,HOUSE,599000,1300,555,5,False,0,False,0,True,150,False,False,,1937,1937,TO_RENOVATE,True
8742706,HOUSE,HOUSE,627000,6700,214,6,True,0,True,3500,True,0,False,False,isUnderOption,4126,4126,GOOD,False
8606824,HOUSE,HOUSE,650000,3980,572,5,False,0,False,0,False,0,False,False,,2271,2271,GOOD,False
8892111,HOUSE,VILLA,750000,1410,310,4,False,0,True,700,True,30,False,False,,1059,1059,GOOD,False
8809199,HOUSE,COUNTRY_COTTAGE,750000,3570,200,2,True,0,False,0,False,0,False,False,,14664,14664,JUST_RENOVATED,False
8613598,HOUSE,VILLA,750000,4450,300,5,True,0,True,850,True,75,False,False,,1000,1000,AS_NEW,True
8843752,HOUSE,MIXED_USE_BUILDING,750000,7943,0,9,True,0,False,0,True,0,False,False,,1089,1089,GOOD,False
8507081,HOUSE,HOUSE,750000,7943,0,9,True,0,False,0,True,0,False,False,,1089,1089,GOOD,False
8902861,HOUSE,HOUSE,755000,1160,260,4,True,0,True,200,True,15,False,False,isUnderOption,240,240,AS_NEW,False
8901718,HOUSE,VILLA,795000,1400,214,4,True,0,False,0,True,90,False,False,,6500,6500,AS_NEW,False
8901717,HOUSE,VILLA,795000,1470,214,4,True,0,False,0,True,90,False,False,,6500,6500,AS_NEW,False
8901716,HOUSE,VILLA,795000,1474,214,4,True,0,False,0,True,90,False,False,,6500,21,AS_NEW,False
8525233,HOUSE,MANSION,839000,2018,494,5,True,0,True,75,True,0,False,False,,193,120,AS_NEW,False
8792591,HOUSE,MIXED_USE_BUILDING,864000,9500,646,3,True,0,True,400,True,20,False,True,,1710,1710,GOOD,True
8873572,HOUSE,VILLA,895000,1380,340,4,False,0,False,0,True,0,False,False,,3161,3161,GOOD,True
8800028,HOUSE,VILLA,895000,1640,250,3,True,0,True,2000,True,0,False,False,,2330,2330,AS_NEW,False
8489091,HOUSE,MANSION,995000,2018,752,10,True,0,True,150,True,0,False,False,,150,150,TO_RENOVATE,False
8820666,HOUSE,HOUSE,1100000,7866,8521,60,True,0,False,0,False,0,False,False,,50360,50360,,False
8436734,HOUSE,VILLA,1275000,1420,416,5,True,0,False,0,True,0,False,True,,6300,6300,AS_NEW,False
8436732,HOUSE,VILLA,1275000,1421,416,5,True,0,False,0,True,0,False,True,,6300,6300,AS_NEW,False
8729812,HOUSE,VILLA,1298750,9800,508,4,False,0,False,0,True,0,False,False,,18777,18777,GOOD,False
8835429,HOUSE,MANSION,1350000,1040,460,8,False,0,False,0,True,0,False,False,,460,460,,True
8823448,HOUSE,APARTMENT_BLOCK,1390000,1050,390,5,True,0,False,0,True,50,False,False,,0,390,AS_NEW,False
8403065,HOUSE,VILLA,1390000,1325,445,6,False,0,False,0,True,30,False,False,,3300,3300,AS_NEW,True
8611445,HOUSE,HOUSE,1490000,1050,420,4,False,0,False,0,True,0,False,False,,300,300,TO_BE_DONE_UP,False
8330581,HOUSE,HOUSE,1650000,1420,750,5,False,0,False,0,True,0,False,True,,5200,5200,AS_NEW,True
7745889,HOUSE,VILLA,1750000,1780,850,5,True,0,False,0,True,0,False,True,,3000,3000,,False
8885498,HOUSE,MANSION,1850000,2600,674,7,False,0,True,190,True,0,False,False,,506,506,GOOD,False
8870116,HOUSE,MIXED_USE_BUILDING,1850000,3300,627,6,True,0,False,0,True,0,False,False,,1233,1233,,True
8870106,HOUSE,HOUSE,1850000,3300,627,6,True,0,False,0,True,0,False,False,,1233,1233,,True
8770941,HOUSE,EXCEPTIONAL_PROPERTY,2000000,1560,524,4,True,0,False,0,True,0,False,True,,6698,6698,AS_NEW,False
8421915,HOUSE,HOUSE,2350000,7060,510,7,True,0,False,0,True,0,False,False,,10060,10060,JUST_RENOVATED,False
8044879,HOUSE,VILLA,2650000,1180,480,3,True,0,False,0,True,0,False,True,,3600,3600,TO_BE_DONE_UP,False
8728818,HOUSE,HOUSE,2650000,1420,632,3,True,0,False,0,True,123,False,True,,1990,21,JUST_RENOVATED,True
8436696,HOUSE,MIXED_USE_BUILDING,2700000,1180,800,5,False,0,False,0,True,0,False,False,,300,300,GOOD,False
8049999,HOUSE,VILLA,2990000,1180,500,5,False,0,False,0,True,0,False,True,,2700,2700,AS_NEW,True
8757684,HOUSE,HOUSE,3000000,1050,917,0,False,0,False,0,False,0,False,False,,0,917,TO_BE_DONE_UP,False
8017161,HOUSE,CASTLE,3900000,4860,900,12,True,0,False,0,True,0,False,False,,40000,40000,GOOD,False
8853525,HOUSE,VILLA,4100000,8300,344,5,False,0,False,0,True,0,False,False,,938,938,AS_NEW,False
8286140,HOUSE,EXCEPTIONAL_PROPERTY,9500000,8300,945,7,True,0,True,2348,True,0,True,True,,2348,2348,AS_NEW,False
8847520,HOUSE,HOUSE,100000,6200,0,3,False,0,False,0,False,0,False,False,isNewPrice,84,84,Not specified,False
8951797,HOUSE,HOUSE,110000,9600,100,2,True,0,False,0,True,20,False,False,isNewClassified,70,70,GOOD,False
8812821,HOUSE,HOUSE,170000,8870,140,4,False,0,False,0,False,0,False,False,,105,105,TO_BE_DONE_UP,False
8939787,HOUSE,HOUSE,185000,7700,165,4,True,0,False,0,False,0,False,False,isNewClassified,170,170,GOOD,False
8820816,HOUSE,HOUSE,195000,1654,0,3,True,0,False,0,True,0,False,False,isAnInteractiveSale,520,520,TO_RENOVATE,False
8838728,HOUSE,HOUSE,195000,8600,300,4,True,0,True,500,False,0,False,False,,620,620,TO_RENOVATE,False
8948614,HOUSE,HOUSE,200000,4430,222,4,True,0,True,140,True,14,False,False,isNewClassified,240,240,TO_BE_DONE_UP,False
8927412,HOUSE,HOUSE,241875,8554,148,3,True,0,False,0,True,0,False,False,,265,265,GOOD,False
8941362,HOUSE,HOUSE,249000,3870,142,1,True,0,False,0,True,35,False,False,isNewClassified,410,410,JUST_RENOVATED,False
8839262,HOUSE,HOUSE,249000,8520,284,3,False,0,False,0,False,0,False,False,,190,190,JUST_RENOVATED,False
8794998,HOUSE,HOUSE,259000,8780,160,3,False,0,False,0,True,0,False,False,,255,255,AS_NEW,False
8927757,HOUSE,HOUSE,265000,3990,185,3,True,0,False,0,True,0,False,False,isNewPrice,615,615,,False
8838466,HOUSE,MIXED_USE_BUILDING,275000,8620,228,4,True,0,True,128,False,0,False,False,,213,21,TO_RENOVATE,False
8891867,HOUSE,HOUSE,285000,2230,210,3,True,0,False,0,False,0,False,False,isNewPrice,464,464,GOOD,False
8841492,HOUSE,HOUSE,295000,8700,142,2,False,0,False,0,True,0,False,False,isNewPrice,1240,1240,TO_RENOVATE,False
8931185,HOUSE,HOUSE,298000,2170,190,4,True,0,True,138,True,15,False,False,,220,220,JUST_RENOVATED,False
8913083,HOUSE,HOUSE,314536,8790,0,3,True,0,False,0,False,0,False,False,,298,298,AS_NEW,False
8903725,HOUSE,HOUSE,325000,9400,324,4,True,0,False,0,False,0,False,False,,485,70,,False
8804313,HOUSE,HOUSE,377922,9770,0,3,True,0,False,0,False,0,False,False,,553,553,AS_NEW,False
8953937,HOUSE,HOUSE,379000,1500,190,3,True,0,False,0,False,0,False,False,isNewClassified,367,367,TO_BE_DONE_UP,False
8953936,HOUSE,HOUSE,379000,1501,190,3,True,0,False,0,False,0,False,False,isNewClassified,367,367,TO_BE_DONE_UP,False
8928661,HOUSE,HOUSE,388565,8460,0,3,True,0,False,0,False,0,False,False,,563,563,AS_NEW,False
8952799,HOUSE,HOUSE,389940,9870,0,3,True,0,False,0,False,0,False,False,isNewClassified,600,600,AS_NEW,False
8579563,HOUSE,HOUSE,399000,8660,133,2,False,0,False,0,False,0,False,False,isNewPrice,1052,1052,TO_BE_DONE_UP,False
8889957,HOUSE,VILLA,415000,2960,225,3,True,0,True,70,True,18,False,False,,3980,40,AS_NEW,False
8750077,HOUSE,MIXED_USE_BUILDING,425000,1070,236,5,True,0,False,0,False,0,False,False,,1,1,GOOD,False
8843153,HOUSE,VILLA,450000,7730,190,3,True,0,True,763,True,48,False,True,,763,763,AS_NEW,False
8889400,HOUSE,HOUSE,452000,8560,0,3,True,0,False,0,False,0,False,False,,702,702,AS_NEW,False
8925752,HOUSE,HOUSE,459000,1540,421,3,True,0,False,0,True,0,False,False,,270,270,GOOD,False
8953206,HOUSE,HOUSE,464956,9820,0,3,True,0,False,0,False,0,False,False,isNewClassified,675,675,AS_NEW,False
8944001,HOUSE,MIXED_USE_BUILDING,525000,5522,700,12,True,0,True,10000,True,50,True,False,isNewClassified,10000,10000,GOOD,True
8949398,HOUSE,HOUSE,565000,1083,200,4,True,0,True,30,True,24,False,False,isNewClassified,237,237,JUST_RENOVATED,False
8816516,HOUSE,APARTMENT_BLOCK,720000,9620,0,8,True,0,False,0,True,0,True,False,,170,120,AS_NEW,False
8946463,HOUSE,VILLA,735000,2180,275,4,True,0,False,0,True,0,False,False,isNewClassified,1200,1200,GOOD,True
8708684,HOUSE,HOUSE,765000,8300,230,4,False,0,False,0,False,0,False,False,,464,464,AS_NEW,False
8926400,HOUSE,HOUSE,817000,1050,250,4,False,0,False,0,False,0,False,False,,55,55,,False
8943929,HOUSE,VILLA,990000,1640,230,4,True,0,False,0,False,0,False,True,isNewClassified,1240,1240,GOOD,True
8882926,HOUSE,HOUSE,1395000,8000,600,3,False,0,False,0,False,0,True,False,,1227,1227,GOOD,False
8866524,HOUSE,MANSION,3450000,8000,1300,20,False,0,False,0,False,0,False,False,,1000,1000,,False
8915102,HOUSE,BUNGALOW,170000,4280,65,2,True,0,True,1350,True,50,False,False,,1476,11,GOOD,False
8903137,HOUSE,APARTMENT_BLOCK,259000,4000,190,4,True,0,False,0,True,0,False,False,,577,577,GOOD,False
8903691,HOUSE,HOUSE,349000,9450,313,3,True,0,False,0,True,110,True,False,isUnderOption,1329,1329,AS_NEW,False
